                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
  10-12-2023 22:04:02:110:989         passed window size to drone                                 -
   10-12-2023 22:04:02:111:43                            yMax_now                                 53
   10-12-2023 22:04:02:111:97                            xMax_now                                 78
  10-12-2023 22:04:02:113:154                      dronePositionY                                 15
  10-12-2023 22:04:02:113:209                      dronePositionX                                 15
  10-12-2023 22:04:02:215:742                          user input                                 -1
  10-12-2023 22:04:02:215:859               passed input to drone                                 -
  10-12-2023 22:04:02:215:980         passed window size to drone                                 -
   10-12-2023 22:04:02:216:34                            yMax_now                                 53
   10-12-2023 22:04:02:216:86                            xMax_now                                 78
  10-12-2023 22:04:02:218:150                      dronePositionY                                 15
  10-12-2023 22:04:02:218:245                      dronePositionX                                 15
  10-12-2023 22:04:02:276:891                          user input                                 -1
  10-12-2023 22:04:02:276:985               passed input to drone                                 -
  10-12-2023 22:04:02:277:102         passed window size to drone                                 -
  10-12-2023 22:04:02:277:156                            yMax_now                                 53
  10-12-2023 22:04:02:277:209                            xMax_now                                 78
  10-12-2023 22:04:02:279:323                      dronePositionY                                 15
  10-12-2023 22:04:02:279:386                      dronePositionX                                 15
   10-12-2023 22:04:02:382:52                          user input                                 -1
  10-12-2023 22:04:02:382:162               passed input to drone                                 -
  10-12-2023 22:04:02:382:317         passed window size to drone                                 -
  10-12-2023 22:04:02:382:375                            yMax_now                                 53
  10-12-2023 22:04:02:382:429                            xMax_now                                 78
  10-12-2023 22:04:02:384:494                      dronePositionY                                 15
  10-12-2023 22:04:02:384:550                      dronePositionX                                 15
  10-12-2023 22:04:02:486:811                          user input                                 -1
  10-12-2023 22:04:02:486:920               passed input to drone                                 -
   10-12-2023 22:04:02:487:39         passed window size to drone                                 -
   10-12-2023 22:04:02:487:95                            yMax_now                                 53
  10-12-2023 22:04:02:487:146                            xMax_now                                 78
  10-12-2023 22:04:02:489:209                      dronePositionY                                 15
  10-12-2023 22:04:02:489:268                      dronePositionX                                 15
  10-12-2023 22:04:02:578:994                          user input                                 -1
   10-12-2023 22:04:02:579:88               passed input to drone                                 -
  10-12-2023 22:04:02:579:206         passed window size to drone                                 -
  10-12-2023 22:04:02:579:288                            yMax_now                                 53
  10-12-2023 22:04:02:579:340                            xMax_now                                 78
  10-12-2023 22:04:02:581:390                      dronePositionY                                 15
  10-12-2023 22:04:02:581:446                      dronePositionX                                 15
  10-12-2023 22:04:02:683:684                          user input                                 -1
  10-12-2023 22:04:02:683:722               passed input to drone                                 -
  10-12-2023 22:04:02:683:743         passed window size to drone                                 -
  10-12-2023 22:04:02:683:773                            yMax_now                                 53
  10-12-2023 22:04:02:683:806                            xMax_now                                 78
  10-12-2023 22:04:02:684:301                      dronePositionY                                 15
  10-12-2023 22:04:02:684:311                      dronePositionX                                 15
  10-12-2023 22:04:02:784:920                          user input                                 -1
  10-12-2023 22:04:02:784:937               passed input to drone                                 -
    10-12-2023 22:04:02:785:3         passed window size to drone                                 -
   10-12-2023 22:04:02:785:36                            yMax_now                                 53
   10-12-2023 22:04:02:785:68                            xMax_now                                 78
  10-12-2023 22:04:02:785:611                      dronePositionY                                 15
  10-12-2023 22:04:02:785:622                      dronePositionX                                 15
  10-12-2023 22:04:02:879:533                          user input                                 -1
  10-12-2023 22:04:02:879:563               passed input to drone                                 -
  10-12-2023 22:04:02:879:603         passed window size to drone                                 -
  10-12-2023 22:04:02:879:637                            yMax_now                                 53
  10-12-2023 22:04:02:879:647                            xMax_now                                 78
  10-12-2023 22:04:02:880:159                      dronePositionY                                 15
  10-12-2023 22:04:02:880:169                      dronePositionX                                 15
  10-12-2023 22:04:02:980:716                          user input                                 -1
  10-12-2023 22:04:02:980:734               passed input to drone                                 -
  10-12-2023 22:04:02:980:754         passed window size to drone                                 -
  10-12-2023 22:04:02:980:764                            yMax_now                                 53
  10-12-2023 22:04:02:980:795                            xMax_now                                 78
  10-12-2023 22:04:02:981:383                      dronePositionY                                 15
  10-12-2023 22:04:02:981:393                      dronePositionX                                 15
   10-12-2023 22:04:03:81:965                          user input                                 -1
   10-12-2023 22:04:03:81:984               passed input to drone                                 -
     10-12-2023 22:04:03:82:5         passed window size to drone                                 -
    10-12-2023 22:04:03:82:15                            yMax_now                                 53
    10-12-2023 22:04:03:82:24                            xMax_now                                 78
   10-12-2023 22:04:03:82:498                      dronePositionY                                 15
   10-12-2023 22:04:03:82:511                      dronePositionX                                 15
  10-12-2023 22:04:03:180:961                          user input                                 -1
   10-12-2023 22:04:03:181:75               passed input to drone                                 -
  10-12-2023 22:04:03:181:185         passed window size to drone                                 -
  10-12-2023 22:04:03:181:234                            yMax_now                                 53
  10-12-2023 22:04:03:181:279                            xMax_now                                 78
  10-12-2023 22:04:03:183:176                      dronePositionY                                 15
  10-12-2023 22:04:03:183:236                      dronePositionX                                 15
  10-12-2023 22:04:03:285:599                          user input                                 -1
  10-12-2023 22:04:03:285:707               passed input to drone                                 -
  10-12-2023 22:04:03:285:826         passed window size to drone                                 -
  10-12-2023 22:04:03:285:880                            yMax_now                                 53
  10-12-2023 22:04:03:285:931                            xMax_now                                 78
   10-12-2023 22:04:03:288:47                      dronePositionY                                 15
  10-12-2023 22:04:03:288:110                      dronePositionX                                 15
  10-12-2023 22:04:03:390:779                          user input                                 -1
  10-12-2023 22:04:03:390:835               passed input to drone                                 -
  10-12-2023 22:04:03:390:893         passed window size to drone                                 -
  10-12-2023 22:04:03:390:917                            yMax_now                                 53
  10-12-2023 22:04:03:390:941                            xMax_now                                 78
  10-12-2023 22:04:03:391:867                      dronePositionY                                 15
  10-12-2023 22:04:03:391:892                      dronePositionX                                 15
  10-12-2023 22:04:03:482:982                          user input                                 -1
   10-12-2023 22:04:03:483:67               passed input to drone                                 -
  10-12-2023 22:04:03:483:174         passed window size to drone                                 -
  10-12-2023 22:04:03:483:222                            yMax_now                                 53
  10-12-2023 22:04:03:483:267                            xMax_now                                 78
  10-12-2023 22:04:03:485:107                      dronePositionY                                 15
  10-12-2023 22:04:03:485:157                      dronePositionX                                 15
  10-12-2023 22:04:03:587:437                          user input                                 -1
  10-12-2023 22:04:03:587:547               passed input to drone                                 -
  10-12-2023 22:04:03:587:666         passed window size to drone                                 -
  10-12-2023 22:04:03:587:720                            yMax_now                                 53
  10-12-2023 22:04:03:587:771                            xMax_now                                 78
  10-12-2023 22:04:03:589:812                      dronePositionY                                 15
  10-12-2023 22:04:03:589:867                      dronePositionX                                 15
  10-12-2023 22:04:03:692:440                          user input                                 -1
  10-12-2023 22:04:03:692:542               passed input to drone                                 -
  10-12-2023 22:04:03:692:650         passed window size to drone                                 -
  10-12-2023 22:04:03:692:699                            yMax_now                                 53
  10-12-2023 22:04:03:692:745                            xMax_now                                 78
  10-12-2023 22:04:03:694:643                      dronePositionY                                 15
  10-12-2023 22:04:03:694:701                      dronePositionX                                 15
  10-12-2023 22:04:03:785:500                          user input                                 -1
  10-12-2023 22:04:03:785:584               passed input to drone                                 -
  10-12-2023 22:04:03:785:691         passed window size to drone                                 -
  10-12-2023 22:04:03:785:739                            yMax_now                                 53
  10-12-2023 22:04:03:785:784                            xMax_now                                 78
  10-12-2023 22:04:03:787:668                      dronePositionY                                 15
  10-12-2023 22:04:03:787:727                      dronePositionX                                 15
  10-12-2023 22:04:03:890:217                          user input                                 -1
  10-12-2023 22:04:03:890:331               passed input to drone                                 -
  10-12-2023 22:04:03:890:452         passed window size to drone                                 -
  10-12-2023 22:04:03:890:506                            yMax_now                                 53
  10-12-2023 22:04:03:890:558                            xMax_now                                 78
  10-12-2023 22:04:03:892:618                      dronePositionY                                 15
  10-12-2023 22:04:03:892:674                      dronePositionX                                 15
    10-12-2023 22:04:03:995:1                          user input                                 -1
  10-12-2023 22:04:03:995:108               passed input to drone                                 -
  10-12-2023 22:04:03:995:227         passed window size to drone                                 -
  10-12-2023 22:04:03:995:281                            yMax_now                                 53
  10-12-2023 22:04:03:995:332                            xMax_now                                 78
  10-12-2023 22:04:03:997:405                      dronePositionY                                 15
  10-12-2023 22:04:03:997:460                      dronePositionX                                 15
    10-12-2023 22:04:04:88:44                          user input                                 -1
   10-12-2023 22:04:04:88:138               passed input to drone                                 -
   10-12-2023 22:04:04:88:256         passed window size to drone                                 -
   10-12-2023 22:04:04:88:309                            yMax_now                                 53
   10-12-2023 22:04:04:88:359                            xMax_now                                 78
   10-12-2023 22:04:04:90:467                      dronePositionY                                 15
   10-12-2023 22:04:04:90:531                      dronePositionX                                 15
   10-12-2023 22:04:04:193:85                          user input                                 -1
  10-12-2023 22:04:04:193:186               passed input to drone                                 -
